Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Age_Group,Total_Online_Purchases,Total_Store_Purchases
Graduate,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,60,36,Partner,2,4,1,"(50, 60]",1,3
Graduate,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,43,57,Partner,1,3,1,"(40, 50]",2,3
Graduate,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,55,148,Partner,2,4,1,"(50, 60]",4,3
Postgraduate,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,66,93,Partner,2,4,1,"(60, 70]",3,3
Graduate,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,58,119,Alone,1,2,1,"(50, 60]",4,2
Postgraduate,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,50,1835,Partner,1,3,1,"(40, 50]",19,8
Postgraduate,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,77,1318,Partner,0,2,0,"(70, 80]",19,5
Postgraduate,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,55,45,Partner,2,4,1,"(50, 60]",2,3
Graduate,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,66,10,Partner,3,5,1,"(60, 70]",0,3
Undergraduate,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,74,978,Partner,0,2,0,"(70, 80]",12,12
Postgraduate,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,49,191,Partner,1,3,1,"(40, 50]",5,4
Undergraduate,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,37,57,Partner,1,3,1,"(30, 40]",3,3
Postgraduate,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,1033,Partner,0,2,0,"(70, 80]",10,13
Postgraduate,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,41,66,Partner,1,3,1,"(40, 50]",2,3
Undergraduate,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,43,Partner,0,2,0,"(60, 70]",2,3
Graduate,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,42,50,Partner,1,3,1,"(40, 50]",2,2
Postgraduate,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,55,39,Alone,1,2,1,"(50, 60]",1,4
Graduate,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,59,608,Partner,1,3,1,"(50, 60]",8,8
Graduate,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,49,1581,Partner,0,2,0,"(40, 50]",14,9
Postgraduate,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,68,Partner,2,4,1,"(60, 70]",2,3
Undergraduate,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,80,Partner,1,3,1,"(40, 50]",2,2
Postgraduate,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,36,1282,Partner,0,2,0,"(30, 40]",15,12
Graduate,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,37,91,Partner,1,3,1,"(30, 40]",3,3
Graduate,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,52,315,Partner,2,4,1,"(50, 60]",6,6
Graduate,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,48,31,Partner,2,4,1,"(40, 50]",2,2
Postgraduate,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,45,834,Partner,0,2,0,"(40, 50]",10,12
Graduate,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,71,1600,Partner,0,2,0,"(70, 80]",10,6
Graduate,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,71,1270,Partner,0,2,0,"(70, 80]",11,5
Postgraduate,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,52,263,Alone,2,3,1,"(50, 60]",6,3
Graduate,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,73,535,Alone,1,2,1,"(70, 80]",9,7
Graduate,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,57,1295,Alone,0,1,0,"(50, 60]",8,9
Graduate,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,47,1150,Alone,1,2,1,"(40, 50]",17,9
Postgraduate,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,48,1240,Partner,0,2,0,"(40, 50]",16,10
Postgraduate,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,60,38,Alone,2,3,1,"(50, 60]",1,3
Postgraduate,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,41,35,Alone,0,1,0,"(40, 50]",1,2
Graduate,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,37,53,Partner,1,3,1,"(30, 40]",1,3
Postgraduate,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,62,293,Alone,2,3,1,"(60, 70]",6,5
Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,59,65,Partner,1,3,1,"(50, 60]",2,3
Graduate,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,71,1804,Alone,1,2,1,"(70, 80]",15,9
Graduate,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,69,241,Partner,1,3,1,"(60, 70]",4,6
Graduate,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,71,1101,Partner,0,2,0,"(70, 80]",10,9
Postgraduate,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,57,264,Partner,2,4,1,"(50, 60]",6,5
Postgraduate,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,51,541,Partner,2,4,1,"(50, 60]",8,8
Graduate,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,40,1198,Partner,0,2,0,"(30, 40]",7,9
Graduate,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,48,482,Partner,1,3,1,"(40, 50]",9,5
Undergraduate,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,17,Alone,3,4,1,"(40, 50]",1,2
Postgraduate,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,77,1615,Partner,0,2,0,"(70, 80]",18,6
Postgraduate,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,71,285,Alone,1,2,1,"(70, 80]",5,5
Graduate,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,45,1135,Partner,1,3,1,"(40, 50]",15,11
Undergraduate,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,37,114,Partner,1,3,1,"(30, 40]",2,4
Graduate,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,56,1047,Partner,0,2,0,"(50, 60]",8,7
Postgraduate,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,55,714,Partner,2,4,1,"(50, 60]",9,11
Postgraduate,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,45,185,Partner,1,3,1,"(40, 50]",5,4
Graduate,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,63,1245,Alone,1,2,1,"(60, 70]",15,12
Graduate,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,47,189,Partner,1,3,1,"(40, 50]",4,4
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,576,Partner,1,3,1,"(40, 50]",10,4
Graduate,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,73,1103,Alone,1,2,1,"(70, 80]",4,11
Postgraduate,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,53,1753,Partner,0,2,0,"(50, 60]",8,8
Postgraduate,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,39,17,Partner,1,3,1,"(30, 40]",1,2
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,433,Alone,2,3,1,"(50, 60]",6,8
Undergraduate,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,63,1588,Alone,1,2,1,"(60, 70]",9,4
Graduate,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,54,22,Partner,1,3,1,"(50, 60]",1,2
Graduate,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,19,Alone,0,1,0,"(70, 80]",1,3
Postgraduate,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,60,1117,Partner,1,3,1,"(50, 60]",15,11
Undergraduate,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,50,69,Partner,1,3,1,"(40, 50]",2,4
Postgraduate,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,43,23,Partner,1,3,1,"(40, 50]",1,3
Postgraduate,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,67,605,Alone,1,2,1,"(60, 70]",7,11
Graduate,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,52,57,Alone,1,2,1,"(50, 60]",4,3
Graduate,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,57,2088,Alone,0,1,0,"(50, 60]",11,10
Graduate,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,67,1009,Partner,1,3,1,"(60, 70]",10,4
Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,26,Alone,1,2,1,"(50, 60]",2,2
Graduate,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,35,1627,Partner,0,2,0,"(30, 40]",12,9
Graduate,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,67,1102,Partner,1,3,1,"(60, 70]",16,8
Postgraduate,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,61,17,Partner,2,4,1,"(60, 70]",1,3
Graduate,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,53,1690,Partner,1,3,1,"(50, 60]",8,6
Graduate,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,72,1390,Partner,1,3,1,"(70, 80]",13,6
Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,2126,Partner,0,2,0,"(30, 40]",14,5
Postgraduate,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,56,1531,Partner,1,3,1,"(50, 60]",15,6
Postgraduate,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,50,64,Alone,1,2,1,"(40, 50]",2,3
Graduate,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,40,26,Alone,1,2,1,"(30, 40]",1,3
Graduate,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,51,1112,Alone,0,1,0,"(50, 60]",15,13
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,210,Partner,0,2,0,"(60, 70]",4,5
Graduate,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,58,1148,Partner,2,4,1,"(50, 60]",10,11
Postgraduate,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,51,33,Alone,1,2,1,"(50, 60]",1,3
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,64,1101,Partner,1,3,1,"(60, 70]",11,5
Graduate,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,61,322,Alone,1,2,1,"(60, 70]",5,7
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,44,Alone,2,3,1,"(60, 70]",2,4
Postgraduate,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,17,Alone,3,4,1,"(60, 70]",1,2
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,31,Alone,1,2,1,"(40, 50]",2,2
Postgraduate,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,57,845,Alone,2,3,1,"(50, 60]",12,10
Postgraduate,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,55,275,Partner,1,3,1,"(50, 60]",5,6
Postgraduate,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,47,25,Partner,1,3,1,"(40, 50]",1,2
Postgraduate,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,73,275,Partner,2,4,1,"(70, 80]",7,4
Postgraduate,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,59,90,Partner,2,4,1,"(50, 60]",4,3
Graduate,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,62,1495,Partner,0,2,0,"(60, 70]",10,8
Postgraduate,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,55,184,Partner,2,4,1,"(50, 60]",5,2
Graduate,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,55,981,Partner,0,2,0,"(50, 60]",6,6
Graduate,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,55,67,Partner,1,3,1,"(50, 60]",4,2
Graduate,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,72,1635,Alone,0,1,0,"(70, 80]",7,5
Postgraduate,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,42,60,Alone,1,2,1,"(40, 50]",3,4
Postgraduate,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,50,231,Partner,1,3,1,"(40, 50]",6,4
Graduate,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,65,48,Partner,2,4,1,"(60, 70]",2,4
Graduate,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,62,99,Alone,2,3,1,"(60, 70]",2,4
Postgraduate,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,62,770,Partner,1,3,1,"(60, 70]",9,12
Graduate,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,69,957,Alone,0,1,0,"(60, 70]",11,10
Postgraduate,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,44,818,Partner,0,2,0,"(40, 50]",6,5
Postgraduate,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,39,925,Alone,0,1,0,"(30, 40]",8,8
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,908,Alone,1,2,1,"(50, 60]",12,9
Undergraduate,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,44,102,Partner,1,3,1,"(40, 50]",3,4
Graduate,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,576,Partner,1,3,1,"(40, 50]",10,4
Graduate,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,79,317,Partner,0,2,0,"(70, 80]",5,6
Postgraduate,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,51,461,Partner,1,3,1,"(50, 60]",6,8
Postgraduate,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,50,37,Partner,2,4,1,"(40, 50]",2,3
Graduate,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,51,70,Partner,1,3,1,"(50, 60]",4,2
Graduate,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,73,930,Partner,0,2,0,"(70, 80]",9,13
Postgraduate,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,69,859,Partner,2,4,1,"(60, 70]",8,12
Graduate,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,59,1478,Alone,0,1,0,"(50, 60]",16,5
Postgraduate,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,76,390,Alone,0,1,0,"(70, 80]",8,5
Undergraduate,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,41,52,Partner,0,2,0,"(40, 50]",1,3
Graduate,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,56,137,Partner,1,3,1,"(50, 60]",4,3
Graduate,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,45,1919,Partner,0,2,0,"(40, 50]",9,9
Graduate,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,54,68,Partner,2,4,1,"(50, 60]",3,3
Graduate,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,60,25,Partner,2,4,1,"(50, 60]",0,3
Postgraduate,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,73,1374,Partner,1,3,1,"(70, 80]",9,11
Undergraduate,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,37,32,Alone,1,2,1,"(30, 40]",1,3
Postgraduate,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,39,100,Partner,1,3,1,"(30, 40]",3,3
Graduate,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,43,825,Alone,0,1,0,"(40, 50]",5,6
Postgraduate,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,60,916,Alone,1,2,1,"(50, 60]",11,12
Graduate,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,67,62,Alone,2,3,1,"(60, 70]",4,3
Undergraduate,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,69,728,Partner,1,3,1,"(60, 70]",11,9
Postgraduate,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,47,90,Partner,1,3,1,"(40, 50]",3,3
Graduate,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,37,273,Alone,1,2,1,"(30, 40]",6,4
Graduate,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,41,66,Partner,1,3,1,"(40, 50]",4,3
Postgraduate,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,64,1213,Partner,0,2,0,"(60, 70]",13,9
Graduate,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,59,107,Alone,0,1,0,"(50, 60]",3,3
Graduate,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,78,1157,Alone,0,1,0,"(70, 80]",7,10
Postgraduate,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,61,546,Partner,1,3,1,"(60, 70]",11,6
Postgraduate,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,33,241,Partner,0,2,0,"(30, 40]",6,4
Graduate,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,49,53,Alone,1,2,1,"(40, 50]",4,3
Graduate,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,58,37,Partner,3,5,1,"(50, 60]",2,3
Graduate,52720.37365591398,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,36,1611,Partner,0,2,0,"(30, 40]",11,12
Postgraduate,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,49,1508,Alone,0,1,0,"(40, 50]",12,10
Graduate,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,59,235,Partner,2,4,1,"(50, 60]",4,6
Postgraduate,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,69,32,Partner,2,4,1,"(60, 70]",2,3
Graduate,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,53,102,Partner,2,4,1,"(50, 60]",3,3
Graduate,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,40,401,Alone,1,2,1,"(30, 40]",7,6
Graduate,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,74,28,Partner,2,4,1,"(70, 80]",1,3
Graduate,52720.37365591398,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,55,1052,Alone,3,4,1,"(50, 60]",5,10
Graduate,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,54,680,Partner,1,3,1,"(50, 60]",6,12
Graduate,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,51,30,Partner,1,3,1,"(50, 60]",1,2
Postgraduate,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,60,20,Alone,2,3,1,"(50, 60]",1,2
Postgraduate,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,64,1307,Alone,1,2,1,"(60, 70]",13,5
Graduate,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,72,630,Alone,1,2,1,"(70, 80]",10,8
Graduate,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,68,1283,Partner,0,2,0,"(60, 70]",12,5
Postgraduate,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,49,65,Alone,1,2,1,"(40, 50]",2,4
Graduate,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,41,37,Partner,1,3,1,"(40, 50]",1,3
Postgraduate,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,75,38,Partner,3,5,1,"(70, 80]",1,3
Postgraduate,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,39,160,Alone,1,2,1,"(30, 40]",4,4
Graduate,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,42,23,Alone,1,2,1,"(40, 50]",1,2
Postgraduate,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,36,71,Alone,0,1,0,"(30, 40]",2,3
Postgraduate,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,69,1161,Partner,1,3,1,"(60, 70]",12,5
Postgraduate,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,54,59,Partner,1,3,1,"(50, 60]",2,2
Graduate,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,42,33,Partner,1,3,1,"(40, 50]",2,3
Graduate,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,65,946,Alone,2,3,1,"(60, 70]",9,12
Graduate,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,57,1442,Alone,0,1,0,"(50, 60]",15,6
Graduate,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,53,62,Partner,1,3,1,"(50, 60]",1,3
Graduate,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,60,1674,Partner,0,2,0,"(50, 60]",13,8
Graduate,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,37,1538,Alone,0,1,0,"(30, 40]",9,11
Graduate,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,39,139,Alone,0,1,0,"(30, 40]",3,4
Postgraduate,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,56,1182,Partner,1,3,1,"(50, 60]",6,11
Postgraduate,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,507,Partner,1,3,1,"(70, 80]",8,8
Undergraduate,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,52,18,Partner,1,3,1,"(50, 60]",1,2
Graduate,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,73,940,Alone,0,1,0,"(70, 80]",11,4
